account_number,balance,transaction_date,transaction_amount,transaction_type,branch_location,customer_id,account_type,interest_rate,last_updated
0604596300408132,Lempira,6/12/2021,4364.95,transfer,Room 1048,541,savings,1.09,9/25/2021
3544806570401593,Krone,12/6/2021,3128.48,deposit,PO Box 29522,542,checking,9.0,7/14/2021
4041377866441814,Zloty,6/23/2021,5489.04,deposit,18th Floor,543,investment,9.82,3/28/2021
4175002632648777,Franc,9/12/2021,9347.95,deposit,Apt 1432,544,checking,4.65,2/24/2021
5394523451068435,Pound,4/15/2021,6721.92,deposit,Suite 33,545,investment,0.03,5/18/2021
5108759327937653,Yuan Renminbi,12/30/2021,8621.31,deposit,2nd Floor,546,savings,8.1,1/15/2021
30173203628291,Real,4/6/2021,5105.69,transfer,Room 381,547,savings,0.4,9/18/2021
3533419114414339,Peso,1/15/2021,6560.79,deposit,Room 793,548,checking,1.94,2/9/2021
201706542816326,Sol,1/11/2021,1472.93,transfer,Room 1952,549,savings,4.57,12/3/2021
3587763586359844,Tugrik,6/20/2021,6371.06,transfer,Room 777,550,investment,3.92,8/27/2021
4017955584650194,Peso,9/23/2021,3564.24,withdrawal,Apt 1356,551,investment,1.74,9/12/2021
3571469805329091,Euro,1/25/2021,3861.75,withdrawal,PO Box 87671,552,investment,4.23,4/14/2021
3572373385800266,Yuan Renminbi,3/3/2021,9223.89,transfer,Suite 7,553,savings,3.79,7/1/2021
3563617996167304,Yen,2/16/2021,1833.12,transfer,Apt 719,554,checking,4.09,6/27/2021
5100171005016040,Dollar,1/16/2021,470.98,deposit,14th Floor,555,checking,7.21,8/17/2021
3535722710200137,Krone,1/28/2021,8849.79,withdrawal,Suite 74,556,investment,1.28,3/30/2021
4026874778904094,Peso,9/12/2021,5378.71,transfer,Suite 18,557,checking,1.7,2/3/2021
5610423405872677,Yuan Renminbi,4/12/2021,9613.41,transfer,Apt 1637,558,checking,9.14,1/31/2021
4026740180934690,Peso,7/1/2021,2141.88,deposit,PO Box 58808,559,investment,7.2,2/26/2021
3588902909805682,Yuan Renminbi,3/14/2021,338.13,withdrawal,Room 742,560,investment,8.94,10/14/2021
4508498711792668,Ruble,11/18/2021,3341.7,transfer,PO Box 87703,561,investment,9.86,1/22/2021
3567175801679282,Kuna,9/21/2021,9177.34,withdrawal,Apt 1456,562,investment,9.73,1/18/2021
3586489252348454,Franc,9/25/2021,7779.39,transfer,PO Box 51449,563,checking,9.79,12/12/2021
3582493890214940,Ruble,12/13/2021,1030.65,withdrawal,PO Box 74178,564,checking,5.76,4/2/2021
3551650946433272,Peso,11/21/2021,9332.92,transfer,PO Box 49940,565,savings,4.49,4/23/2021
30187941322041,Euro,8/5/2021,3407.72,deposit,PO Box 9922,566,savings,1.95,3/25/2021
5100133061675200,Yuan Renminbi,1/16/2021,5057.98,withdrawal,Suite 4,567,checking,6.97,1/10/2021
3538793482665770,Rupiah,11/2/2021,9493.97,transfer,Room 1038,568,investment,6.12,6/22/2021
3588624375373116,Tugrik,3/15/2021,7551.11,transfer,Apt 1994,569,investment,3.63,7/10/2021
560225270535903885,Euro,2/6/2021,3569.96,transfer,Suite 3,570,savings,4.62,12/15/2021
67065186493319782,Dinar,10/17/2021,4113.56,deposit,PO Box 55857,571,investment,1.77,7/31/2021
201722988840290,Real,5/29/2021,1427.63,deposit,Suite 5,572,investment,6.26,6/1/2021
3534654874183182,Dollar,12/30/2021,3159.52,withdrawal,PO Box 14653,573,checking,4.81,6/12/2021
4017957308366867,Yen,4/30/2021,101.98,transfer,Room 1965,574,investment,2.02,7/28/2021
4175000787674663,Rupiah,8/11/2021,6139.77,withdrawal,Suite 34,575,savings,6.98,4/29/2021
5048379874070361,Dollar,10/28/2021,2107.77,withdrawal,Apt 1177,576,investment,6.69,1/29/2021
3567072507513537,Euro,4/30/2021,4780.97,deposit,8th Floor,577,investment,1.35,6/25/2021
3571278681543463,Yuan Renminbi,8/7/2021,6819.97,withdrawal,PO Box 4177,578,investment,2.58,1/4/2021
5010125307885972,Euro,5/23/2021,6004.93,deposit,Room 1831,579,investment,2.28,2/25/2021
5602210322514130,Krona,5/2/2021,6153.2,deposit,Apt 1508,580,savings,2.04,3/1/2021
201859655886477,Yuan Renminbi,12/13/2021,2567.45,deposit,Apt 280,581,investment,5.12,5/30/2021
5610996738293513422,Sol,3/29/2021,2217.35,transfer,5th Floor,582,investment,1.11,6/9/2021
374283017053067,Baht,1/26/2021,4556.52,withdrawal,PO Box 1329,583,savings,5.54,10/26/2021
3571249104051004,Yuan Renminbi,11/17/2021,8476.84,withdrawal,14th Floor,584,checking,9.37,4/29/2021
3558130080458743,Real,2/28/2021,9372.93,deposit,PO Box 38914,585,investment,5.99,9/10/2021
3560669868572882,Cordoba,4/23/2021,2882.12,withdrawal,Room 1884,586,investment,6.04,9/20/2021
3560499721117679,Ruble,7/5/2021,6704.59,withdrawal,Apt 767,587,investment,5.35,7/23/2021
3572936581997050,Yuan Renminbi,9/22/2021,9097.13,transfer,Suite 58,588,checking,6.44,1/16/2021
3529326074647244,Yuan Renminbi,10/24/2021,6072.73,transfer,Suite 9,589,investment,9.85,6/12/2021
5048378994167537,Ruble,9/15/2021,3578.25,deposit,Apt 1200,590,savings,7.8,5/8/2021
4017950084400,Peso,1/3/2021,5138.83,deposit,PO Box 48472,591,checking,6.09,5/21/2021
5299095206038449,Real,6/15/2021,3333.42,withdrawal,PO Box 87234,592,investment,1.05,11/20/2021
3578245599830921,Peso,4/26/2021,4997.87,withdrawal,PO Box 44622,593,checking,4.91,10/12/2021
3574282435533470,Rupiah,8/15/2021,6495.47,deposit,PO Box 60237,594,savings,5.6,9/5/2021
5602213836051284,Real,4/2/2021,9179.66,withdrawal,PO Box 57205,595,investment,8.12,3/31/2021
676198291279648731,Franc,10/2/2021,5556.64,withdrawal,Apt 1751,596,savings,4.25,7/16/2021
4905355878038198475,Dram,6/22/2021,2453.15,withdrawal,8th Floor,597,savings,4.65,8/27/2021
5453515168448155,Dinar,4/28/2021,5031.93,transfer,Room 1073,598,checking,6.44,11/6/2021
36212592100662,Yuan Renminbi,10/7/2021,1924.51,withdrawal,Room 1272,599,savings,8.07,11/14/2021
3551772058963886,Rupiah,10/15/2021,7893.09,deposit,Suite 79,600,investment,3.98,9/29/2021
372301774771077,Peso,12/27/2021,7577.28,transfer,3rd Floor,601,savings,6.86,7/21/2021
5641822826768492,Dollar,7/29/2021,6829.37,deposit,Apt 552,602,investment,5.69,4/7/2021
3560561523488739,Yuan Renminbi,11/16/2021,5075.43,transfer,Suite 46,603,investment,1.45,11/18/2021
3546734323578798,Euro,3/27/2021,5567.46,withdrawal,Apt 677,604,investment,4.84,4/15/2021
6389695251003443,Yuan Renminbi,2/24/2021,8380.79,deposit,PO Box 46274,605,investment,0.19,7/15/2021
5421823702747341,Dollar,4/20/2021,4343.73,withdrawal,Room 129,606,checking,2.91,5/2/2021
3564885615329220,Lek,7/11/2021,1121.61,transfer,Apt 563,607,checking,4.28,12/2/2021
201520785103015,Yuan Renminbi,6/1/2021,2615.92,deposit,PO Box 45249,608,savings,3.16,4/13/2021
3565800715591420,Rupiah,4/9/2021,2616.71,deposit,PO Box 70929,609,savings,0.24,2/22/2021
3539924225384234,Manat,7/17/2021,5048.18,transfer,Apt 1510,610,checking,1.24,9/26/2021
3588937541070030,Euro,11/15/2021,3561.27,deposit,Room 1336,611,savings,2.11,10/6/2021
3531715554233630,Franc,7/11/2021,4010.93,deposit,Room 618,612,savings,3.41,6/11/2021
5610220235807614554,Yuan Renminbi,3/10/2021,7789.82,deposit,PO Box 66908,613,savings,2.17,10/26/2021
3550428567436457,Euro,2/15/2021,7857.94,withdrawal,Suite 9,614,investment,9.99,5/20/2021
5893775003998344550,Ruble,10/25/2021,5613.38,deposit,PO Box 23950,615,savings,9.36,2/28/2021
50181255164655728,Rupiah,6/10/2021,1838.65,deposit,PO Box 78605,616,checking,9.79,6/1/2021
5108753932660842,Dollar,9/27/2021,7435.93,withdrawal,Suite 32,617,checking,4.29,9/21/2021
5100143699051773,Ruble,3/30/2021,3906.69,withdrawal,3rd Floor,618,checking,3.05,2/25/2021
3551198600798150,Hryvnia,12/4/2021,2538.79,deposit,19th Floor,619,checking,0.75,10/15/2021
4041377523106743,Rupiah,10/20/2021,8926.26,deposit,PO Box 46812,620,checking,4.74,9/14/2021
6373643914999100,Rupiah,7/24/2021,5570.18,withdrawal,PO Box 74260,621,investment,5.23,4/16/2021
3528483365599112,Rand,3/11/2021,372.72,deposit,Apt 1066,622,savings,6.27,2/9/2021
3574160626303970,Ruble,5/26/2021,3055.22,withdrawal,Room 1480,623,savings,6.91,8/18/2021
3540594783163127,Yuan Renminbi,3/17/2021,3856.55,transfer,PO Box 13806,624,checking,9.71,2/17/2021
630468591491923527,Dirham,12/10/2021,7539.23,deposit,13th Floor,625,checking,0.63,5/14/2021
3542685115147719,Rupiah,7/5/2021,8368.4,deposit,Apt 1641,626,checking,9.64,6/24/2021
63047864931738902,Ruble,6/16/2021,8581.11,withdrawal,5th Floor,627,investment,0.12,2/28/2021
3536848481120748,Real,1/23/2021,1443.29,transfer,Suite 79,628,savings,9.82,10/27/2021
372301696344268,Ruble,12/15/2021,2631.63,withdrawal,20th Floor,629,savings,8.35,8/24/2021
201509314505261,Euro,3/26/2021,7628.74,withdrawal,Room 987,630,checking,1.94,11/8/2021
6709727367720991,Afghani,9/9/2021,2229.44,withdrawal,PO Box 49606,631,investment,8.97,5/27/2021
36094920085363,Yuan Renminbi,8/21/2021,4537.0,withdrawal,Apt 675,632,investment,2.55,8/29/2021
676131053660310077,Rupiah,6/7/2021,5249.69,deposit,Room 1968,633,investment,8.1,8/30/2021
3566014348142945,Koruna,5/3/2021,3496.71,deposit,Apt 1063,634,checking,3.56,10/19/2021
3545024063761585,Shilling,4/22/2021,3265.77,withdrawal,Room 1864,635,checking,5.87,3/19/2021
3569150909766222,Taka,3/11/2021,3607.42,deposit,Suite 100,636,checking,3.22,5/31/2021
374283853810679,Dinar,9/17/2021,6716.22,deposit,PO Box 95540,637,savings,9.49,1/17/2021
3576652816569145,Yuan Renminbi,6/3/2021,7741.08,deposit,Suite 13,638,checking,4.39,12/4/2021
5108759627093272,Ruble,9/9/2021,5436.48,transfer,PO Box 36282,639,checking,1.87,3/7/2021
676715315557667198,Hryvnia,3/23/2021,1036.66,transfer,Apt 1168,640,checking,6.75,6/24/2021
3545212430389426,Euro,11/12/2021,2746.75,transfer,PO Box 9586,641,investment,0.41,9/1/2021
3541303352781809,Euro,4/14/2021,8790.06,withdrawal,Room 907,642,checking,1.19,3/3/2021
3580487827856460,Shilling,9/16/2021,9229.34,transfer,Room 476,643,investment,3.06,8/8/2021
6706792002540830472,Rial,9/9/2021,5540.11,transfer,Room 280,644,checking,1.26,4/6/2021
5602236626344361,Birr,3/2/2021,1747.12,transfer,PO Box 60896,645,checking,2.02,1/28/2021
4175004483284280,Euro,7/25/2021,3861.41,withdrawal,Apt 634,646,savings,8.63,1/14/2021
3555752933532870,Baht,11/5/2021,770.4,withdrawal,Suite 88,647,savings,2.26,8/20/2021
633483690707386555,Rupiah,11/21/2021,5537.47,deposit,Room 621,648,investment,5.6,9/30/2021
56022248976448358,Yuan Renminbi,12/20/2021,9367.57,transfer,PO Box 52591,649,checking,9.63,10/28/2021
30202975331378,Rupiah,1/13/2021,9922.31,deposit,Suite 47,650,investment,1.06,4/20/2021
5602254861719353,Peso,1/19/2021,4964.34,deposit,Apt 1506,651,investment,8.43,5/9/2021
6304533263005639695,Taka,9/25/2021,7.08,deposit,Apt 1492,652,checking,8.75,8/3/2021
5893243520017056893,Peso,8/18/2021,6309.12,withdrawal,Room 1814,653,savings,1.22,9/24/2021
30455724652250,Rupiah,1/3/2021,7596.26,withdrawal,7th Floor,654,investment,6.66,7/9/2021
6384971799153700,Zloty,6/24/2021,7067.32,transfer,14th Floor,655,investment,5.73,9/24/2021
5602238354306026,Rupiah,4/5/2021,6831.44,deposit,PO Box 95175,656,investment,1.96,2/8/2021
5602213913978516,Ruble,9/20/2021,6938.27,transfer,Room 869,657,checking,7.05,5/30/2021
4405642792417414,Ruble,6/27/2021,8707.94,withdrawal,PO Box 67490,658,checking,0.16,1/22/2021
5436834276849556,Won,6/11/2021,6789.59,deposit,2nd Floor,659,savings,5.91,3/28/2021
06046742437143043,Euro,3/5/2021,3038.35,transfer,PO Box 63496,660,investment,5.33,6/9/2021
4017953688824641,Rupiah,8/8/2021,3929.61,withdrawal,Room 1408,661,savings,2.38,8/1/2021
3537055558317137,Naira,9/18/2021,7374.74,transfer,10th Floor,662,checking,5.44,7/20/2021
5377833378074544,Peso,11/25/2021,4568.75,withdrawal,17th Floor,663,investment,4.19,10/20/2021
589313669884539517,Dalasi,6/2/2021,7370.29,transfer,Suite 63,664,savings,4.83,6/27/2021
5491160658719841,Euro,11/29/2021,7388.09,withdrawal,Suite 77,665,investment,4.46,1/9/2021
5602243286444119,Peso,7/31/2021,7778.16,withdrawal,Suite 70,666,savings,8.28,7/19/2021
3563095951030082,Euro,7/1/2021,8014.35,deposit,Apt 955,667,savings,1.98,11/19/2021
3567945629308581,Tenge,12/23/2021,8855.88,transfer,16th Floor,668,savings,2.68,8/26/2021
3576250996754791,Yuan Renminbi,5/19/2021,813.18,deposit,3rd Floor,669,savings,6.97,4/5/2021
374288999747008,Rand,3/16/2021,4712.7,withdrawal,16th Floor,670,investment,3.83,9/4/2021
5602251244278206,Ruble,9/28/2021,8265.14,transfer,2nd Floor,671,savings,8.02,1/25/2021
5002353058612326,Euro,12/6/2021,4176.43,deposit,PO Box 72329,672,checking,5.23,7/9/2021
3589245124269519,Yuan Renminbi,7/24/2021,8932.59,deposit,Suite 1,673,investment,7.61,3/22/2021
4041378064858064,Peso,6/1/2021,1774.32,deposit,Suite 91,674,savings,4.72,7/1/2021
5602220372962774,Rupiah,9/8/2021,1488.29,deposit,8th Floor,675,investment,9.18,8/24/2021
3530250818979399,Euro,4/21/2021,9039.52,withdrawal,Apt 296,676,checking,0.01,9/11/2021
374288093114287,Ruble,6/18/2021,8078.1,deposit,5th Floor,677,investment,5.47,2/24/2021
30191172384043,Ringgit,1/27/2021,5385.34,deposit,Apt 397,678,investment,1.55,10/20/2021
5108758486312195,Rupiah,6/10/2021,278.08,transfer,8th Floor,679,savings,7.02,11/28/2021
3528587433032466,Euro,6/3/2021,7526.82,transfer,PO Box 36302,680,investment,6.36,7/6/2021
3589102619114819,Euro,12/1/2021,3821.79,withdrawal,Room 270,681,checking,4.24,11/11/2021
3551902118530447,Euro,7/23/2021,6780.48,withdrawal,Apt 1646,682,investment,6.42,11/2/2021
5602241645875307158,Dollar,7/6/2021,900.49,withdrawal,PO Box 13686,683,savings,8.44,11/14/2021
490329780280929351,Yuan Renminbi,7/25/2021,6807.29,transfer,PO Box 89398,684,investment,7.57,10/31/2021
4041378912075,Sol,11/29/2021,9717.71,transfer,Room 1028,685,checking,2.58,10/14/2021
63049808562244407,Euro,6/1/2021,6446.49,deposit,Room 910,686,savings,1.34,12/5/2021
6370716307736025,Real,10/23/2021,556.11,deposit,2nd Floor,687,investment,5.94,11/28/2021
5602253936913694,Dong,1/28/2021,5462.21,deposit,Suite 20,688,investment,6.99,3/30/2021
5038043895320954131,Yuan Renminbi,10/31/2021,9082.14,transfer,PO Box 81161,689,checking,9.15,10/13/2021
5295417929475670,Euro,8/24/2021,8819.24,withdrawal,PO Box 54593,690,checking,3.84,3/15/2021
5534839539998794,Euro,3/11/2021,385.08,withdrawal,Apt 1013,691,checking,5.15,3/30/2021
374288398585140,Peso,5/24/2021,5724.84,withdrawal,PO Box 19133,692,savings,8.32,7/31/2021
3589765931523212,Rupiah,8/27/2021,3636.37,deposit,PO Box 43352,693,savings,7.29,1/25/2021
6767791614262188195,Yuan Renminbi,12/23/2021,5963.52,deposit,PO Box 15221,694,savings,2.4,12/6/2021
4026936292652002,Ruble,5/5/2021,4119.51,withdrawal,PO Box 540,695,checking,4.59,8/2/2021
374622410433931,Peso,4/23/2021,5240.1,deposit,Room 197,696,investment,1.25,5/1/2021
5100146818094400,Peso,6/25/2021,9771.65,transfer,Room 1820,697,investment,4.97,6/18/2021
3565326868991829,Rupee,9/5/2021,2746.02,withdrawal,5th Floor,698,investment,9.33,5/10/2021
6304740731076189,Peso,11/19/2021,7435.84,transfer,Apt 993,699,checking,9.0,3/16/2021
3560742614351032,Euro,9/1/2021,9490.66,transfer,Apt 1395,700,checking,2.48,2/13/2021
6763102777622430806,Yuan Renminbi,10/4/2021,6280.27,transfer,Apt 1439,701,checking,5.53,12/11/2021
3588907935972901,Yuan Renminbi,10/22/2021,5879.39,transfer,Apt 998,702,investment,1.46,6/15/2021
3589770807845285,Yuan Renminbi,10/7/2021,2311.33,transfer,PO Box 92285,703,checking,1.4,2/4/2021
3531583044886643,Real,2/28/2021,1415.72,deposit,Room 394,704,investment,6.73,10/27/2021
5217239809132048,Ruble,6/13/2021,9340.41,deposit,Suite 77,705,investment,3.53,2/8/2021
3537711755169214,Litas,9/23/2021,8363.15,deposit,Apt 1247,706,investment,5.16,11/19/2021
3569923800314858,Lempira,11/13/2021,7489.3,transfer,Room 761,707,checking,8.72,8/4/2021
4041373451210,Rupiah,5/1/2021,6992.76,deposit,PO Box 87163,708,savings,4.09,5/4/2021
201925086312829,Zloty,2/18/2021,5162.99,withdrawal,PO Box 25348,709,savings,0.96,10/29/2021
6304631413996291,Yuan Renminbi,9/4/2021,8850.6,transfer,PO Box 46371,710,savings,3.41,8/9/2021
3535074681762731,Rupiah,5/21/2021,5212.47,withdrawal,Apt 666,711,checking,9.03,5/17/2021
3536297262087736,Pound,3/19/2021,1681.62,withdrawal,Apt 47,712,savings,2.9,1/1/2021
4041379818418288,Yuan Renminbi,3/25/2021,5666.64,withdrawal,Room 854,713,investment,4.88,6/12/2021
4905211931828272,Euro,2/3/2021,6058.51,transfer,Room 234,714,savings,6.61,4/13/2021
676719030704672282,Taka,8/5/2021,5229.41,transfer,Room 242,715,checking,3.77,5/29/2021
633381634064930525,Euro,12/30/2021,4159.13,transfer,Apt 611,716,investment,9.26,11/25/2021
30220436788150,Rupiah,11/22/2021,1883.77,withdrawal,Apt 1811,717,savings,1.9,7/17/2021
3580498901335511,Peso,6/7/2021,4996.28,withdrawal,Suite 50,718,checking,3.1,2/21/2021
6333313412631306873,Rupiah,12/4/2021,8397.72,transfer,15th Floor,719,savings,1.04,3/4/2021
3573391169508326,Rial,10/27/2021,1030.68,transfer,10th Floor,720,savings,7.23,7/27/2021
3534807112216384,Yuan Renminbi,9/22/2021,6079.56,deposit,12th Floor,721,investment,8.68,5/17/2021
201481940340515,Ruble,3/15/2021,8839.57,transfer,PO Box 42458,722,investment,7.93,6/8/2021
370526532977390,Yuan Renminbi,2/9/2021,9380.91,deposit,Apt 1991,723,savings,0.69,11/25/2021
3538638179565629,Krona,11/19/2021,8588.2,deposit,Room 1552,724,savings,7.68,1/21/2021
4844416992099978,Real,3/11/2021,1390.41,deposit,15th Floor,725,savings,3.64,10/22/2021
3546497452128815,Naira,9/23/2021,2803.3,deposit,Apt 1648,726,checking,9.71,10/8/2021
201406638155107,Yuan Renminbi,9/9/2021,9042.34,withdrawal,Suite 34,727,checking,2.64,12/24/2021
561089641348628443,Euro,11/9/2021,5751.18,withdrawal,8th Floor,728,savings,6.55,11/4/2021
5496192604868120,Peso,4/8/2021,5489.06,transfer,Apt 1891,729,checking,8.15,11/2/2021
3562902684910400,Rupiah,6/4/2021,5790.86,deposit,Apt 783,730,checking,9.48,4/17/2021
5610062788009240,Peso,1/28/2021,6945.98,withdrawal,Room 1857,731,investment,7.74,9/15/2021
3532684396828420,Boliviano,3/19/2021,1993.98,withdrawal,PO Box 54127,732,checking,7.63,8/19/2021
56106685781198083,Yuan Renminbi,4/29/2021,453.98,deposit,17th Floor,733,savings,6.64,8/24/2021
30328622501590,Peso,10/8/2021,7569.93,transfer,PO Box 74480,734,savings,6.35,9/20/2021
6304194110706468553,Peso,8/20/2021,4073.66,transfer,11th Floor,735,investment,9.35,8/5/2021
3534463967955617,Krona,10/4/2021,2500.77,transfer,Apt 729,736,checking,4.46,11/4/2021
3548661643824297,Tala,6/9/2021,6612.53,withdrawal,Room 305,737,savings,9.76,1/22/2021
3587149321091910,Yuan Renminbi,11/13/2021,6152.69,deposit,PO Box 33759,738,investment,3.69,8/12/2021
677149792437838534,Kyat,10/15/2021,3770.03,deposit,13th Floor,739,checking,0.42,12/29/2021
5453202827190870,Baht,11/28/2021,2704.39,deposit,11th Floor,740,checking,3.75,11/21/2021
3561113399549985,Yuan Renminbi,8/16/2021,8074.31,withdrawal,Suite 20,741,checking,5.03,4/2/2021
4917997964244397,Metical,9/4/2021,184.06,transfer,19th Floor,742,checking,2.25,2/18/2021
6376221968466511,Rupiah,9/24/2021,1738.07,withdrawal,6th Floor,743,investment,5.97,9/20/2021
633476598041663770,Koruna,10/8/2021,8712.26,transfer,6th Floor,744,investment,8.26,8/14/2021
5610730248468608,Yuan Renminbi,7/27/2021,7043.39,transfer,Apt 997,745,savings,3.14,11/10/2021
36467891514027,Euro,1/27/2021,7685.79,deposit,PO Box 73129,746,checking,0.92,2/10/2021
3539127941961000,Peso,1/3/2021,9485.38,deposit,Room 1897,747,savings,3.18,9/15/2021
3579516129952446,Tugrik,6/3/2021,3252.34,transfer,Room 233,748,investment,8.22,9/26/2021
5500699592896032,Yen,9/6/2021,8596.2,withdrawal,17th Floor,749,investment,5.4,4/27/2021
56022105261703311,Lempira,2/18/2021,5128.46,withdrawal,12th Floor,750,investment,7.61,10/16/2021
3541432189724953,Dollar,2/24/2021,2710.54,deposit,Apt 394,751,checking,8.14,3/20/2021
3578754410992257,Real,4/9/2021,5306.07,deposit,Room 1198,752,savings,9.73,12/3/2021
5602243843288306,Dong,10/11/2021,5469.83,withdrawal,PO Box 55109,753,savings,5.64,10/8/2021
5602257941834423,Rial,12/16/2021,9886.01,transfer,Room 114,754,checking,3.73,11/25/2021
3534181272561041,Rupiah,8/26/2021,9909.13,deposit,Suite 39,755,savings,8.84,12/14/2021
3588887797409350,Won,2/2/2021,6393.15,withdrawal,Room 1855,756,savings,6.5,4/26/2021
5602243059996931,Yuan Renminbi,11/8/2021,6760.15,deposit,Suite 27,757,investment,9.52,7/11/2021
6371132550639164,Ruble,1/12/2021,5115.07,withdrawal,4th Floor,758,checking,3.65,8/18/2021
3535317930818782,Euro,5/17/2021,2098.36,withdrawal,Suite 2,759,savings,8.22,5/12/2021
3581288404269500,Peso,8/7/2021,9373.88,deposit,Suite 89,760,savings,5.13,3/27/2021
3538519540884784,Rupiah,5/8/2021,4598.32,withdrawal,Apt 1469,761,savings,7.75,9/28/2021
3528451479222863,Rupee,8/1/2021,289.05,deposit,PO Box 35715,762,investment,6.56,5/20/2021
67615128864476291,Zloty,1/24/2021,7957.21,deposit,8th Floor,763,investment,5.93,1/20/2021
201988056476149,Euro,7/1/2021,7586.46,transfer,Suite 8,764,investment,6.6,5/14/2021
3552418391337383,Euro,8/15/2021,1228.71,deposit,Apt 1358,765,investment,3.12,12/9/2021
5108757310890459,Franc,1/5/2021,7875.44,deposit,PO Box 87666,766,checking,2.16,5/3/2021
3561012275045482,Yuan Renminbi,12/28/2021,3217.44,transfer,Suite 16,767,checking,9.43,3/26/2021
3582668345125961,Peso,4/20/2021,390.38,transfer,PO Box 76579,768,checking,1.51,1/9/2021
3561523188778084,Yen,9/13/2021,1932.05,transfer,Room 1260,769,savings,3.42,5/24/2021
340052968532663,Euro,11/10/2021,3535.27,transfer,PO Box 32351,770,savings,7.17,2/5/2021
377583784132052,Krona,2/7/2021,4268.3,transfer,PO Box 14172,771,savings,4.48,8/12/2021
3573126030497287,Sol,7/3/2021,5704.24,deposit,Room 44,772,savings,5.71,10/21/2021
5602224560423391,Ruble,6/20/2021,678.53,deposit,19th Floor,773,investment,9.99,12/8/2021
3586302328176710,Yuan Renminbi,1/17/2021,3942.41,transfer,Suite 5,774,investment,5.14,3/18/2021
3576782649878494,Zloty,3/2/2021,2702.28,transfer,20th Floor,775,investment,1.73,7/5/2021
5538708510417130,Koruna,5/23/2021,6147.11,transfer,Apt 961,776,checking,1.68,8/11/2021
3540258717984343,Dollar,3/20/2021,639.3,deposit,Room 1801,777,investment,4.12,7/13/2021
5020987222942882218,Euro,11/8/2021,8902.53,withdrawal,5th Floor,778,investment,3.81,3/12/2021
677193235051592552,Peso,1/18/2021,4018.69,withdrawal,PO Box 24598,779,savings,5.63,10/13/2021
5602217553599276578,Pound,10/14/2021,56.68,withdrawal,8th Floor,780,investment,2.88,1/1/2021
201834571479905,Yuan Renminbi,10/29/2021,1290.19,withdrawal,Apt 1391,781,checking,0.65,4/2/2021
4844961103069543,Yuan Renminbi,2/14/2021,9325.66,deposit,PO Box 99043,782,savings,1.67,9/17/2021
5100140087180149,Dollar,1/21/2021,8325.55,deposit,PO Box 77492,783,investment,5.55,12/18/2021
6381215544746373,Zloty,12/17/2021,7234.4,deposit,9th Floor,784,checking,7.15,6/21/2021
670936020341533039,Ruble,6/26/2021,5390.29,deposit,20th Floor,785,investment,2.13,9/26/2021
4309786164542,Quetzal,5/27/2021,9971.44,deposit,14th Floor,786,checking,6.57,4/14/2021
4913933736322900,Marka,1/10/2021,1843.37,transfer,Room 123,787,savings,5.52,5/28/2021
201542604077444,Yuan Renminbi,5/29/2021,5435.77,transfer,PO Box 35390,788,savings,6.28,3/30/2021
5562626621152850,Rupiah,9/7/2021,5821.22,transfer,13th Floor,789,investment,2.11,5/15/2021
4041375664821914,Yuan Renminbi,7/7/2021,8598.0,deposit,PO Box 64067,790,investment,2.25,12/9/2021
67626210224932283,Dinar,8/21/2021,7001.98,withdrawal,Apt 9,791,investment,6.89,1/25/2021
3529240933571620,Rupiah,11/19/2021,9337.14,withdrawal,17th Floor,792,savings,4.03,12/28/2021
6386948695372277,Peso,3/11/2021,4635.59,withdrawal,Suite 88,793,savings,3.28,2/28/2021
3576512014479523,Manat,6/16/2021,4355.91,withdrawal,PO Box 55388,794,savings,9.51,11/5/2021
3560689720886304,Peso,9/6/2021,6038.05,transfer,15th Floor,795,checking,8.78,7/22/2021
3538268072940347,Tenge,2/19/2021,124.92,transfer,PO Box 95943,796,investment,8.6,9/23/2021
5197054170221534,Peso,5/8/2021,8148.19,deposit,Suite 44,797,savings,3.92,8/3/2021
6759750393749239,Som,7/21/2021,3170.3,transfer,3rd Floor,798,savings,5.98,4/30/2021
5378996258926452,Rupiah,4/27/2021,5454.94,deposit,Suite 19,799,checking,6.67,2/3/2021
3551816140345113,Rupee,1/25/2021,4504.96,deposit,Room 300,800,checking,1.83,10/26/2021
3561821772295246,Yuan Renminbi,10/3/2021,7839.9,transfer,8th Floor,801,savings,7.47,2/9/2021
63048710669248268,Zloty,12/3/2021,5518.96,withdrawal,12th Floor,802,investment,3.99,8/3/2021
3586682445364897,Yuan Renminbi,4/4/2021,645.0,withdrawal,Room 573,803,checking,7.18,3/8/2021
4917591129865004,Krona,8/4/2021,1381.88,withdrawal,Suite 37,804,investment,5.25,7/27/2021
4175009538233281,Boliviano,6/14/2021,4583.32,withdrawal,2nd Floor,805,investment,4.28,4/15/2021
633401027924286343,Rial,7/17/2021,4501.86,transfer,Apt 1640,806,checking,9.86,1/10/2021
3565988935349859,Yuan Renminbi,11/25/2021,9947.87,deposit,7th Floor,807,savings,1.4,7/4/2021
36188333560440,Real,2/11/2021,9951.82,withdrawal,Apt 1842,808,investment,3.33,10/2/2021
5532255110300460,Yuan Renminbi,3/7/2021,5753.44,withdrawal,PO Box 43002,809,investment,0.42,8/30/2021
4026685456793454,Yuan Renminbi,10/31/2021,5154.4,deposit,Room 1055,810,investment,2.47,10/11/2021
